,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,trojan
10,0.041857573,0.0,0.007652132,0.137380048,0.205995857,0.043965918,0.518288239,0.104222054,0.040321074,0.011246386,0.6021803,0.016406926,0.006169513,0.242630764,0.105649039,0.006566933,0
11,0.011883731,0.009971607,0.020813933,0.018346843,0.064319103,0.00519128,0.025541277,0.0,0.038042207,0.023316165,0.025188554,0.016223799,0.0,0.102737676,0.0,0.003954982,0
12,0.268984386,0.0,0.286620617,0.143050541,0.196850076,0.30406982,0.152605549,0.067427064,0.159611605,0.009970895,0.32116086,0.025286457,0.13828751,0.26345531,0.096732217,0.25443402,0
13,0.2736801,0.000249254,0.236397505,0.136368935,0.166697121,0.296356758,0.137785924,0.083772309,0.16629392,0.008430917,0.338735986,0.027393974,0.13828751,0.260119925,0.106589257,0.25443402,0
14,0.015756535,0.005002684,0.007652132,0.033691259,0.020994441,0.00519128,0.102728821,0.008677313,0.028249912,0.050825903,0.025188554,0.014034132,0.005181195,0.04389768,0.016236757,0.012103391,0
15,0.258165978,0.0,0.281113498,0.127598648,0.208764245,0.311104924,0.145261906,0.084601441,0.16629392,0.007915709,0.319674221,0.024951881,0.133928967,0.19584396,0.110405475,0.253525172,0
16,0.034962689,0.0,0.007652132,0.046041527,0.013137854,0.032065128,0.037492251,0.0,0.028495157,0.11803915,0.040334304,0.005779055,0.017294591,0.257722983,0.010507008,0.034252783,0
17,0.238221694,0.0,0.26428182,0.118227781,0.116158645,0.320462285,0.154646687,0.070215729,0.020935834,0.006881089,0.755567263,0.014923727,0.0096176,0.049461275,0.10354184,0.028818329,1
18,0.225218777,0.21116985,0.036032021,0.138741729,0.164894519,0.067519824,0.146139038,0.003949973,0.006724221,0.045976637,0.060348372,0.017888046,0.017947945,0.483775598,0.006644463,0.0,0
19,0.2736801,0.002738559,0.28376969,0.115128623,0.180271607,0.30378422,0.169414114,0.095982335,0.16629392,0.003589543,0.324622038,0.017749342,0.13828751,0.243685685,0.109558668,0.25443402,0
20,0.0,0.00166774,0.022747263,0.006338686,0.033967124,0.067873056,0.391833617,0.003565167,0.027539207,0.007702839,0.385823214,0.020596104,0.019459184,0.417095517,0.0,0.022048141,0
21,0.2736801,0.0,0.256109599,0.132300807,0.208573587,0.345172498,0.133512449,0.065422183,0.158524801,0.002953267,0.369173769,0.031304794,0.13828751,0.276748225,0.134400225,0.25443402,0
22,0.245567328,0.000334195,0.237569002,0.110083007,0.172015005,0.320345954,0.134145689,0.076421561,0.150193485,0.011609729,0.36437239,0.020120889,0.13828751,0.244392639,0.117069717,0.25443402,0
23,0.016257297,0.015015805,0.007652132,0.015556136,0.007357369,0.021151102,0.050329785,0.0,0.020370746,0.026878144,0.037928709,0.019310015,0.013547333,0.061418406,0.0,0.009499247,0
24,0.256009475,0.0,0.285295414,0.127809069,0.215550082,0.344893534,0.123896708,0.081135235,0.14257386,0.009894024,0.342778989,0.3416185,0.013084266,0.240250922,0.020226317,0.217707286,0
25,0.02831801,0.005829602,0.007652132,0.03684353,0.0,0.00519128,0.059761435,0.0,0.009110704,0.022377793,0.025188554,0.005156088,0.024030595,0.064915161,0.0,0.015868539,0
26,0.022986355,0.0,0.027351802,0.019137765,0.003932973,0.069027858,0.041959694,0.018402147,0.039076167,0.099174514,0.094616813,0.021866494,0.015168288,0.4972568,0.018120379,0.036524866,0
27,0.0,0.005902621,0.041812656,0.020189571,0.01006959,0.00519128,0.057499297,0.0,0.03840309,0.058757416,0.025188554,0.075815694,0.007815885,0.059516208,0.0,0.036297961,0
28,0.049154007,0.0,0.425686219,0.028169082,0.161350047,0.00519128,0.513074593,0.0,0.01851022,0.028589479,0.357515075,0.009823204,0.011853759,0.261327982,0.01281803,0.014235481,0
29,0.011817822,0.0,0.010180802,0.133290324,0.012833831,0.074459567,0.565836112,0.030653248,0.026715207,0.11803915,0.045233337,0.119251329,0.013695451,0.463720328,0.010100735,0.011782908,0
30,0.265612027,0.005805725,0.266266009,0.127739641,0.201691179,0.368024594,0.094710343,0.076475138,0.16629392,0.005297351,0.33436034,0.022435054,0.13828751,0.228832678,0.11242847,0.246270619,0
31,0.263791148,0.0,0.271371423,0.111575364,0.179928283,0.296282313,0.156658816,0.086641572,0.16629392,0.005274748,0.34079025,0.3416185,0.13828751,0.245743683,0.107331225,0.25443402,0
32,0.2736801,0.000772839,0.266408308,0.133446663,0.215010427,0.294092361,0.123060254,0.082608192,0.16629392,0.005414595,0.379772379,0.021831852,0.13828751,0.247225178,0.105448964,0.22523341,0
33,0.031186419,0.002291651,0.045932718,0.015660042,0.016993048,0.031211937,0.054940743,0.012377159,0.03868035,0.060218262,0.042261624,0.002397996,0.001161901,0.041393027,0.012834521,0.031490746,0
34,0.006435706,0.0,0.007652132,0.01476478,0.011933265,0.006822777,0.064869477,0.0,0.019211811,0.03443535,0.048942981,0.01663036,0.002076171,0.030141487,0.0,0.012473755,0
35,0.261788025,0.0,0.272728466,0.115990207,0.16837312,0.308917736,0.138256758,0.061729407,0.16629392,0.005786949,0.393726639,0.016977911,0.13828751,0.257718635,0.096173867,0.25443402,0
36,0.040542934,0.003145702,0.500529336,0.153799426,0.189417003,0.00519128,0.018854575,0.0,0.01603396,0.006814647,0.09599849,0.017086792,0.0,0.234370447,0.12483194,0.234242533,1
37,0.246236212,0.0,0.247160936,0.112581065,0.163908698,0.339657467,0.13046524,0.069437478,0.16058955,0.011296939,0.338732948,0.026372636,0.13828751,0.247529346,0.095957282,0.25443402,0
38,0.269264846,0.002086208,0.260882864,0.142632103,0.217307831,0.062321643,0.129188165,0.066085235,0.16629392,0.004634137,0.32624161,0.016474807,0.13828751,0.227239951,0.102368877,0.216567746,0
39,0.01774937,0.00845975,0.018876945,0.034873688,0.018725034,0.00519128,0.061849148,0.036192285,0.014730429,0.025057526,0.025188554,0.006664001,0.0,0.081891366,0.0,0.04150842,0
40,0.251617096,0.0,0.282796553,0.144982103,0.196083802,0.340406006,0.126386259,0.079574574,0.16629392,0.008242117,0.326759291,0.030353161,0.13828751,0.266794881,0.104260147,0.25443402,0
41,0.2736801,0.0,0.275120449,0.131270075,0.209315668,0.298049766,0.16425826,0.091277279,0.165593489,0.004961154,0.330796305,0.025202828,0.138008538,0.282560909,0.092646053,0.25443402,0
42,0.040265321,0.007356678,0.007652132,0.028142735,0.021750945,0.00519128,0.065816454,0.028078704,0.020648511,0.004929356,0.084738932,0.014868884,0.01000841,0.4972568,0.005139543,0.0,0
43,0.2736801,0.0,0.255070299,0.123638935,0.208493863,0.486786744,0.664191934,0.091777546,0.020131537,0.00409393,0.365962048,0.018428426,0.011413479,0.273513447,0.112375228,0.25443402,0
44,0.012671115,0.0,0.506971,0.020163963,0.211970972,0.348087043,0.117147119,0.009100569,0.16629392,0.0031193,0.308153767,0.010649285,0.13828751,0.26156614,0.010749508,0.032477521,0
45,0.2736801,0.0,0.30598156,0.119549759,0.192823296,0.32696107,0.156015199,0.070773804,0.164503428,0.002973708,0.32196342,0.017106629,0.13828751,0.26989156,0.10030289,0.25443402,0
46,0.2736801,0.000204576,0.269039156,0.120359252,0.017567942,0.032725311,0.045245803,0.070997027,0.024483194,0.009612645,0.352126574,0.023577868,0.008783123,0.041815604,0.113847682,0.0,0
47,0.2736801,0.003577069,0.257594053,0.118908919,0.189329656,0.338213879,0.142889257,0.097912098,0.156184383,0.001436419,0.323123923,0.029052102,0.119885293,0.243800644,0.099637415,0.25443402,0
48,0.2736801,0.0,0.304237341,0.13950613,0.15310787,0.313882768,0.130813353,0.077428573,0.156515984,0.007589864,0.359430414,0.02232511,0.13828751,0.271760994,0.12287603,0.25443402,0
49,0.0,0.0,0.007652132,0.02258636,0.09659404,0.025677273,0.071785093,0.008498466,0.030652437,0.028835115,0.025188554,0.02534508,0.008668544,0.034934516,0.0,0.015975562,0
50,0.02207167,0.003774707,0.007652132,0.03674398,0.036655742,0.00519128,0.354751024,0.01918113,0.026416096,0.007283997,0.05369361,0.006882677,0.021105856,0.266485874,0.000168267,0.25443402,0
51,0.043354218,0.0,0.076776468,0.123601414,0.075061797,0.00519128,0.370277122,0.013928791,0.026945199,0.008740047,0.327821346,0.001745057,0.029175306,0.248356949,0.001870912,0.008875207,0
52,0.2736801,0.0,0.30540051,0.115783473,0.171303325,0.304399789,0.113469652,0.077252917,0.164317666,0.000527983,0.344657428,0.024679241,0.13828751,0.239608671,0.108668194,0.25443402,0
53,0.011173407,0.000896795,0.032162335,0.01037665,0.018519567,0.020769161,0.048624039,0.0,0.034352642,0.034406874,0.025188554,0.006557219,0.017076674,0.048479416,0.012101838,0.03208338,0
54,0.027459997,0.0,0.014521648,0.112003159,0.009862382,0.381376984,0.056204423,0.081136444,0.036288831,0.010282744,0.586953435,0.013401453,0.024850033,0.25732132,0.131394559,0.029591857,0
55,0.2736801,0.0,0.22390214,0.114491977,0.214129154,0.342834963,0.129886393,0.080876277,0.163580867,0.010196829,0.342889775,0.026880189,0.13828751,0.223525605,0.138916629,0.25443402,0
56,0.2736801,0.0,0.25042172,0.141898833,0.216572295,0.332759568,0.139391079,0.080242382,0.164645502,0.003050928,0.348429608,0.026865957,0.13828751,0.2493274,0.119235021,0.25443402,0
57,0.272956303,0.0,0.225649414,0.146756419,0.109046325,0.35511469,0.145659412,0.097811275,0.149975172,0.008241995,0.379386032,0.02685346,0.1226432,0.249030727,0.116697179,0.25443402,0
58,0.2736801,0.0,0.236504119,0.104432048,0.19759755,0.289095804,0.122977397,0.08719174,0.159503496,0.009562383,0.324851332,0.0287497,0.13828751,0.263283715,0.119860057,0.25443402,0
59,0.2736801,0.0,0.269562121,0.144273158,0.198969054,0.315014913,0.135522245,0.073975295,0.157971544,0.007950551,0.374193527,0.019691777,0.13828751,0.233194768,0.112477597,0.25443402,0
60,0.2736801,0.004589609,0.279116172,0.12985058,0.168273776,0.319741322,0.136373112,0.067895644,0.16629392,0.004597021,0.349584396,0.021842355,0.13828751,0.266830517,0.095064281,0.239232296,0
61,0.015435645,0.006292683,0.040462349,0.026522076,0.0,0.00519128,0.030604198,0.0,0.027163276,0.00568418,0.04753806,0.018481267,0.014151612,0.022567599,0.009951703,0.016902583,1
62,0.2736801,0.0,0.286720353,0.12190371,0.211994885,0.324719058,0.109946351,0.097401087,0.155905377,0.008280017,0.318792916,0.021466735,0.13828751,0.248182227,0.013659085,0.252356429,0
63,0.266845325,0.0,0.258972193,0.144370844,0.200287892,0.273797688,0.146235831,0.075495356,0.16629392,0.00645302,0.319679624,0.027765674,0.12697589,0.224838855,0.115642162,0.222798704,0
64,0.0,0.001310607,0.033738769,0.132424021,0.016483146,0.053432379,0.047986205,0.084699006,0.164877441,0.005115018,0.025188554,0.012498741,0.008603827,0.237985644,0.114826074,0.25443402,0
65,0.0,0.005457326,0.011104008,0.143327207,0.004826487,0.064146186,0.090890399,0.380818676,0.024919065,0.007616128,0.49306504,0.023726435,0.003744964,0.252142138,0.019947605,0.014912774,0
66,0.2736801,0.0,0.271964986,0.128952338,0.156755038,0.324908475,0.156218087,0.074419472,0.154708986,0.009537675,0.378760363,0.031892458,0.13828751,0.268700607,0.124914293,0.25443402,0
67,0.264576292,0.0,0.258102898,0.11746436,0.215192686,0.329537157,0.126309599,0.103350144,0.16629392,0.009225745,0.322566523,0.029077965,0.131990705,0.297976144,0.103221526,0.25443402,0
68,0.004611788,0.0,0.037643623,0.012014397,0.018087179,0.01777598,0.086688643,0.018864217,0.038972123,0.056004498,0.046050796,0.018946471,0.008702645,0.060812957,0.0,0.0,0
69,0.023751104,0.001925747,0.007995364,0.016552349,0.125663046,0.032060069,0.05562832,0.0,0.014967865,0.052355628,0.113515947,0.021945855,0.019991971,0.095760155,0.0,0.009711155,0
70,0.2736801,0.002534864,0.287579972,0.106522886,0.21987576,0.385640268,0.16562425,0.090236534,0.16629392,0.01168881,0.344351604,0.005863178,0.13828751,0.259309792,0.105507854,0.236387044,0
71,0.031263201,0.002663783,0.015276639,0.042017512,0.009838687,0.034122952,0.061142697,0.019223621,0.01881191,0.11803915,0.044599322,0.006109552,0.016262266,0.4972568,0.0,0.0,0
72,0.011559614,0.002192016,0.012298018,0.04033228,0.061108714,0.342678673,0.069118397,0.030214879,0.012377588,0.004888166,0.059232693,0.014474979,0.009298733,0.042222033,0.015660941,0.001962421,0
73,0.217932927,0.0,0.49025618,0.009037805,0.07609351,0.359041229,0.419648681,0.011613692,0.008137525,0.007030188,0.050385912,0.022637754,0.020426823,0.220682259,0.116593858,0.223140377,0
74,0.2736801,0.0,0.246575317,0.113322232,0.193363181,0.342614508,0.162147762,0.075524293,0.156513064,0.007634329,0.357673574,0.025190921,0.13828751,0.276968476,0.116571979,0.25443402,0
75,0.261159298,0.001924588,0.313775692,0.124308935,0.18234965,0.354116026,0.1170955,0.080976116,0.16629392,0.005464442,0.360421064,0.032593972,0.13828751,0.267237976,0.126577444,0.25443402,0
76,0.260652545,0.0,0.265841747,0.151683681,0.209521817,0.3195064,0.145308428,0.081689536,0.16566403,0.009057116,0.353218014,0.014439111,0.13828751,0.221769566,0.115225989,0.25443402,0
77,0.265382569,0.0,0.249361276,0.103211218,0.179015331,0.36012628,0.144195882,0.058132231,0.164068428,0.00245487,0.289528319,0.031177179,0.13828751,0.270703392,0.12346941,0.25443402,0
78,0.0,0.178420995,0.280478976,0.0,0.094326963,0.043567633,0.47504535,0.078408541,0.15270872,0.012427541,0.080395372,0.01945006,0.003239508,0.4972568,0.001071595,0.25443402,0
79,0.023344533,0.004824673,0.040447086,0.017420221,0.056132932,0.023947905,0.018854575,0.0,0.020735589,0.025563924,0.052849237,0.007378346,0.013417764,0.012166554,0.00614823,0.0,0
80,0.2736801,0.0,0.284893007,0.118595081,0.221497955,0.33979747,0.168925708,0.079470298,0.158930472,0.004293826,0.340118756,0.031893608,0.130639467,0.285798519,0.119019689,0.246140449,0
81,0.255315868,0.001941407,0.007652132,0.118478226,0.21596582,0.02043366,0.122215918,0.092219127,0.144592713,0.003857892,0.370372431,0.011448778,0.13828751,0.4972568,0.106585583,0.014773688,0
82,0.026452242,0.009651339,0.025192401,0.02381758,0.041718923,0.007584415,0.040822149,0.017889944,0.018842611,0.063722746,0.080877634,0.01486019,0.014318585,0.040687574,0.0,0.019620329,0
83,0.2736801,0.0,0.265438703,0.130441887,0.19651145,0.335446467,0.187887538,0.060064876,0.16629392,0.004730547,0.359741466,0.030115133,0.13828751,0.297004871,0.117210828,0.249934126,0
84,0.0,0.0,0.007652132,0.019139842,0.0,0.00519128,0.08050985,0.017652444,0.015663218,0.034462318,0.025188554,0.014057859,0.017928291,0.084723605,0.0,0.0,0
85,0.2736801,0.001226271,0.287536161,0.133218538,0.185722471,0.310384933,0.150857141,0.07190639,0.164972425,0.007683899,0.379750943,0.016649625,0.13828751,0.242605494,0.137854556,0.25443402,0
86,0.018417415,0.01117247,0.007652132,0.020467237,0.025525543,0.006538805,0.021604589,0.0,0.02165502,0.00848356,0.025188554,0.011942812,0.022123971,0.048142334,0.010590632,0.003764006,0
87,0.020956879,0.015577689,0.007652132,0.012866628,0.031348539,0.00519128,0.074944159,0.0,0.044370736,0.031196182,0.025188554,0.0157044,0.019316081,0.050042891,0.000173785,0.0,0
88,0.264277034,0.0,0.283919537,0.115857546,0.193222945,0.281002598,0.161863763,0.079408668,0.16629392,0.001114142,0.346911378,0.018314022,0.13828751,0.241714823,0.121916491,0.25443402,0
89,0.022965332,0.0,0.032064646,0.01826386,0.014562823,0.037628455,0.064499267,0.017879463,0.034185468,0.07334123,0.038286394,0.013073295,0.006290838,0.087034895,0.007826238,0.006498507,0
90,0.2736801,0.0,0.030190284,0.123661856,0.140867145,0.016368044,0.088232149,0.388778468,0.157421345,0.010531355,0.058631151,0.014374086,0.018334,0.417169267,0.100850255,0.0,0
91,0.271242616,0.0,0.277075137,0.131020892,0.234333209,0.033902304,0.155926224,0.085829125,0.16629392,0.005316336,0.41318593,0.017855463,0.13828751,0.237391688,0.110036474,0.25443402,0
92,0.2736801,0.0,0.483149135,0.111079331,0.206709975,0.320949481,0.121276545,0.082079393,0.16629392,0.000132529,0.353495101,0.030856837,0.13828751,0.267069716,0.116074353,0.252487627,0
93,0.268028507,0.0,0.277365808,0.111676127,0.163358282,0.322696237,0.129617838,0.064174958,0.163629462,0.00378807,0.401296144,0.028990725,0.13828751,0.24919498,0.103362181,0.25443402,0
94,0.2736801,0.0,0.277723823,0.120157453,0.198524617,0.336410298,0.139330718,0.084013604,0.159640365,0.008304097,0.329281686,0.027612528,0.13828751,0.255796813,0.129505029,0.25443402,0
95,0.012247675,0.000718318,0.011836554,3.53e-05,0.019177536,0.032009299,0.027689841,0.0,0.038471807,0.04183002,0.025188554,0.078898831,0.010851228,0.025866892,0.0,0.025411055,0
96,0.261088515,0.0,0.274296913,0.09416322,0.178591584,0.338279633,0.140429635,0.068988984,0.160042961,0.003115233,0.382364573,0.023533541,0.13828751,0.242784834,0.113155231,0.25443402,0
97,0.2736801,0.0,0.287333653,0.120874352,0.184766057,0.378019367,0.166020425,0.072191078,0.16629392,0.006953596,0.302578451,0.036108091,0.13828751,0.270392954,0.120286149,0.25443402,0
98,0.018473524,0.003569556,0.013002973,0.03202695,0.036586436,0.00519128,0.076433056,0.028588006,0.029460735,0.048775829,0.025188554,0.020733139,0.008604608,0.059962366,0.0,0.012058886,0
99,0.2736801,0.0,0.241936204,0.146928003,0.165040184,0.256522725,0.128901008,0.078145105,0.15992777,0.003697675,0.375261939,0.3416185,0.13828751,0.23373598,0.111434081,0.25443402,0
100,0.0,0.005433349,0.026825676,0.039912493,0.021909772,0.00519128,0.083607976,0.012451162,0.032403363,0.027206455,0.025188554,0.022684831,0.013222136,0.06692375,0.008876903,0.0,0
101,0.0,0.000339373,0.01356488,0.0,0.037628244,0.040910911,0.482349252,0.00530731,0.019824747,0.05567696,0.071328633,0.012031926,0.008557609,0.056498859,0.228330074,0.004251991,1
102,0.016656545,0.0012409,0.026266869,0.010458849,0.035178362,0.021482618,0.018854575,0.016161907,0.030948915,0.0236567,0.025188554,0.021184432,0.009665555,0.022690505,0.0,0.001093583,0
103,0.2736801,0.004305216,0.244709643,0.14921735,0.198514736,0.316862433,0.167559891,0.075392321,0.163463137,0.012231213,0.374908317,0.024476803,0.138141071,0.253783133,0.117435511,0.208822994,0
104,0.021757462,0.005348191,0.027863595,0.000542926,0.012046054,0.033089859,0.061759897,0.0,0.015431366,0.019503908,0.121896106,0.017769428,0.010706022,0.4972568,0.009708641,0.0,0
105,0.0,0.0,0.009260734,0.011568597,0.0,0.028377245,0.062819705,0.000978921,0.030839344,0.025666145,0.02784487,0.002300379,0.01426751,0.100598424,0.003938529,0.002374083,0
106,0.2736801,0.0,0.506971,0.010522389,0.038480859,0.042667051,0.128309223,0.064165077,0.022461235,0.011987978,0.070655318,0.018474352,0.01219225,0.212271356,0.003880139,0.0,0
107,0.042295355,0.005391533,0.007652132,0.012065161,0.008402891,0.01220861,0.080523189,0.007102661,0.004644623,0.07512883,0.025188554,0.012851088,0.022760698,0.030171019,0.0,0.0,0
108,0.0,0.011172196,0.0079019,0.0,0.0,0.055805393,0.040838327,0.0,0.017239318,0.038902425,0.025374402,0.014144106,0.009556458,0.052420225,0.002964525,0.0,0
109,0.016660589,0.007632465,0.383134302,0.034131443,0.059989595,0.00519128,0.04159996,0.007901256,0.025798529,0.008683258,0.039966136,0.016360177,0.011928196,0.078175556,0.012059178,0.0,0
110,0.2736801,0.0,0.260663541,0.12569279,0.217793681,0.297997264,0.111228912,0.074560418,0.16629392,0.005621038,0.367367342,0.007485306,0.13828751,0.232227834,0.105370383,0.246197228,0
111,0.2736801,0.0,0.008910722,0.114414843,0.028809866,0.04995902,0.68085486,0.105498477,0.015974399,0.010263284,0.025188554,0.01871633,0.00679619,0.04380444,0.0,0.0,0
112,0.2736801,0.001295151,0.279502418,0.119052899,0.20820943,0.36746026,0.157348567,0.073178884,0.165100602,0.007018923,0.377445936,0.020802484,0.13828751,0.252000623,0.115270574,0.25443402,0
113,0.028564183,0.009497981,0.026606571,0.039913736,0.026774513,0.00519128,0.035000608,0.008178721,0.033686244,0.035583485,0.025188554,0.018233656,0.013311744,0.100786546,0.017203063,0.0,0
114,0.269550092,0.00376099,0.288004744,0.112829095,0.183276172,0.334544325,0.537299666,0.0,0.15897588,0.001939248,0.48053695,0.010452084,0.13828751,0.248201554,0.107645303,0.032228297,0
115,0.012843385,0.0,0.007652132,0.143281417,0.01912213,0.027053978,0.192693401,0.030451795,0.016279851,0.024720822,0.317131837,0.3416185,0.011888509,0.243740475,0.006791762,0.032655298,0
116,0.2736801,0.003892706,0.248089783,0.10253744,0.196853626,0.304073218,0.143858425,0.092085449,0.16629392,0.004228956,0.301235995,0.022669915,0.13828751,0.241555373,0.104788915,0.239927685,0
117,0.2736801,0.0,0.283942158,0.146082516,0.189528591,0.259539899,0.131384781,0.080952289,0.16629392,0.000609267,0.378560914,0.011968745,0.13828751,0.223164144,0.115564667,0.25443402,1
118,0.023769008,0.003696362,0.026976292,0.0,0.036530048,0.077821445,0.047408819,0.004112595,0.044080567,0.059772824,0.039071692,0.021055457,0.016272741,0.027050729,0.000836507,0.009250494,0
119,0.039137624,0.005678963,0.014932015,0.01333297,0.0,0.029494445,0.066809297,0.015426612,0.030474705,0.022775966,0.053837999,0.00878262,0.001780461,0.4972568,0.001064358,0.003089031,0
120,0.260979921,0.0,0.285380242,0.10270615,0.199895846,0.305325896,0.099301074,0.095310985,0.163713392,0.005991636,0.306647739,0.027496759,0.13828751,0.243385769,0.117954354,0.25443402,0
121,0.06011214,0.0,0.043566476,0.160490243,0.208660718,0.028326827,0.478791053,0.0,0.158218868,0.003341148,0.590913361,0.017195201,0.021879053,0.225623063,0.111553169,0.25443402,0
122,0.2736801,0.0,0.269652606,0.121636396,0.185192293,0.041451787,0.165634858,0.071325687,0.016145498,0.024536788,0.025188554,0.017748126,0.13828751,0.236794102,0.10310843,0.241107915,0
123,0.032844389,0.004921279,0.046125677,0.010465392,0.024860634,0.036665374,0.045812474,0.0,0.03038959,0.043807151,0.025188554,0.018425491,0.020602069,0.057950422,0.019794738,0.018728607,1
124,0.2736801,0.0,0.301954811,0.108910534,0.191794532,0.29468739,0.1315538,0.076171887,0.16629392,0.003172269,0.326282293,0.029583251,0.13828751,0.221487329,0.133667436,0.25443402,0
125,0.2736801,0.0,0.269353939,0.108127988,0.221734731,0.32280661,0.143923486,0.083446632,0.16629392,0.008304032,0.32473045,0.020548403,0.13716294,0.240934157,0.116781468,0.25443402,0
126,0.2736801,0.0,0.276942331,0.102828823,0.192376229,0.296107503,0.14401757,0.060252722,0.160972011,0.005432731,0.353558615,0.029229642,0.13828751,0.231296879,0.128383855,0.25443402,0
127,0.017526465,0.0,0.023630609,0.014878927,0.021459499,0.052439801,0.021013614,0.003809631,0.012558028,0.11803915,0.025188554,0.009689304,0.019930737,0.046768267,0.014014314,0.027258445,0
128,0.068368306,0.0,0.007652132,0.008092572,0.018362542,0.043376902,0.024835484,0.0,0.038070769,0.024387419,0.025188554,0.218912311,0.019157972,0.007202656,0.000773872,0.0,0
129,0.256422819,0.003501144,0.272183549,0.107303843,0.205062982,0.348007092,0.138163302,0.085353262,0.16629392,0.091108376,0.332596448,0.01532458,0.13828751,0.253278832,0.120443397,0.25443402,0
130,0.023211916,0.0,0.059000074,0.023671642,0.1099578,0.04416011,0.057670245,0.028128209,0.027085844,0.015094093,0.031831252,0.012690586,0.018456283,0.022780819,0.0,0.013709582,0
131,0.023710462,0.004733544,0.007652132,0.023455058,0.024577309,0.032626168,0.036706908,0.0,0.019071866,0.034714259,0.025188554,0.002059397,0.030258892,0.059354433,0.002125559,0.0,0
132,0.2736801,0.000198359,0.433618518,0.107295016,0.216620383,0.050012093,0.113495985,0.071816639,0.149535282,0.010197366,0.346063993,0.012944948,0.008201673,0.226384787,0.115170409,0.248008429,0
133,0.2736801,0.0,0.262420179,0.108403679,0.19246907,0.323578324,0.167988941,0.07413191,0.16629392,0.005140535,0.329981933,0.023314932,0.13828751,0.245076999,0.096670249,0.247573564,0
134,0.260512333,0.0,0.044880855,0.128742602,0.224101529,0.019930816,0.46046669,0.091993694,0.028925492,0.031824932,0.029016886,0.022255168,0.13828751,0.09056805,0.011670198,0.005734847,0
135,0.022968583,0.0,0.007652132,0.0,0.0,0.040986069,0.062726981,0.026060484,0.035162805,0.07967907,0.025188554,0.011556399,0.024065726,0.046887426,0.0,0.0,0
136,0.023432441,0.0,0.007652132,0.013947496,0.005750644,0.00519128,0.08467012,0.024642123,0.014305155,0.030611049,0.033488559,0.020808766,0.014804169,0.086470061,0.001676308,0.009150907,0
137,0.2736801,0.00142324,0.243892114,0.109096438,0.202750271,0.310340439,0.131982315,0.075169856,0.16629392,0.007983348,0.354196628,0.024203012,0.13828751,0.27871468,0.108070867,0.225699344,0
138,0.009559182,0.002185352,0.009161704,0.026732526,0.030073945,0.00519128,0.034861441,0.0,0.022557606,0.02498493,0.051895554,0.007817591,0.015320628,0.040384114,0.0,0.0,0
139,0.241292002,0.006157634,0.069538931,0.130717508,0.237514795,0.00519128,0.024474127,0.072017808,0.017916903,0.006700493,0.025188554,0.007484162,0.027218497,0.258211688,0.010884548,0.25443402,0
140,0.007915283,0.008550683,0.036295334,0.005069268,0.013790024,0.00519128,0.045695418,0.012347362,0.016195086,0.034350556,0.025188554,0.088226349,0.010770512,0.042230497,0.006432893,0.009715139,0
141,0.00779641,0.0,0.022190572,0.0,0.110009165,0.07090813,0.48931208,0.011397992,0.01194098,0.065764556,0.048266376,0.026614182,0.023683269,0.401724006,0.02184829,0.028095336,0
